shipment_id,date,origin_city,origin_state,destination_city,destination_state,destination_zip,carrier,service_level,weight_lbs,units,residential,special_handling
SHP-20124,2026-05-11,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,34.1,62,FALSE,
SHP-20125,2026-05-01,Denver,CO,Seattle,WA,98101,Coastal Express,Expedited,1296.85,65,FALSE,
SHP-20126,2026-05-21,Denver,CO,Sacramento,CA,95814,Coastal Express,Standard,1221.01,47,TRUE,Residential Delivery
SHP-20127,2026-05-20,Denver,CO,Portland,OR,97201,Coastal Express,Expedited,8.83,24,FALSE,
SHP-20128,2026-05-07,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,40.9,1,TRUE,Residential Delivery
SHP-20129,2026-05-12,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,1289.53,62,TRUE,Residential Delivery
SHP-20130,2026-05-04,Denver,CO,Los Angeles,CA,90001,Coastal Express,Expedited,32.92,2,FALSE,
SHP-20131,2026-05-26,Denver,CO,San Francisco,CA,94102,Coastal Express,Standard,571.45,1,TRUE,Residential Delivery
SHP-20132,2026-05-12,Denver,CO,San Francisco,CA,94102,Coastal Express,Standard,22.17,1,TRUE,Residential Delivery
SHP-20133,2026-05-30,Denver,CO,Bakersfield,CA,93301,Coastal Express,Expedited,1875.56,101,FALSE,
SHP-20134,2026-05-11,Denver,CO,Portland,OR,97201,Coastal Express,Standard,2291.66,1,TRUE,Residential Delivery
SHP-20135,2026-05-17,Denver,CO,Los Angeles,CA,90001,Coastal Express,Expedited,1311.18,1,TRUE,Liftgate
SHP-20136,2026-05-17,Denver,CO,Fresno,CA,93721,Coastal Express,Standard,15.62,1,TRUE,Residential Delivery
SHP-20137,2026-05-05,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,26.4,1,FALSE,
SHP-20138,2026-05-02,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,1496.03,1,TRUE,Residential Delivery
SHP-20139,2026-05-13,Denver,CO,Los Angeles,CA,90001,Coastal Express,Expedited,25.51,1,FALSE,
SHP-20140,2026-05-06,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,26.41,1,FALSE,
SHP-20141,2026-05-13,Denver,CO,San Francisco,CA,94102,Coastal Express,Standard,11.7,109,FALSE,Liftgate
SHP-20142,2026-05-12,Denver,CO,Bakersfield,CA,93301,Coastal Express,Expedited,1445.36,70,FALSE,
SHP-20143,2026-05-21,Denver,CO,Los Angeles,CA,90001,Coastal Express,Expedited,17.02,85,TRUE,Residential Delivery
SHP-20144,2026-05-30,Denver,CO,Portland,OR,97201,Coastal Express,Standard,10.35,146,FALSE,
SHP-20145,2026-05-17,Denver,CO,San Francisco,CA,94102,Coastal Express,Standard,42.38,1,FALSE,Liftgate
SHP-20146,2026-05-26,Denver,CO,Portland,OR,97201,Coastal Express,Expedited,28.76,1,FALSE,
SHP-20147,2026-05-05,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,1101.72,45,TRUE,Residential Delivery
SHP-20148,2026-05-05,Denver,CO,San Francisco,CA,94102,Coastal Express,Standard,618.3,1,TRUE,Liftgate
SHP-20149,2026-05-13,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,36.97,82,FALSE,
SHP-20150,2026-05-26,Denver,CO,San Diego,CA,92101,Coastal Express,Economy,1398.95,42,TRUE,Residential Delivery
SHP-20151,2026-05-22,Denver,CO,Los Angeles,CA,90001,Coastal Express,Economy,1516.75,23,FALSE,
SHP-20152,2026-05-13,Denver,CO,San Francisco,CA,94102,Coastal Express,Expedited,40.67,13,FALSE,
SHP-20153,2026-05-30,Denver,CO,San Francisco,CA,94102,Coastal Express,Standard,11.07,1,TRUE,Residential Delivery
SHP-20154,2026-05-10,Denver,CO,Seattle,WA,98101,Coastal Express,Standard,1147.2,1,FALSE,
SHP-20155,2026-05-18,Denver,CO,San Francisco,CA,94102,Coastal Express,Expedited,26.14,1,FALSE,Liftgate
SHP-20156,2026-05-30,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,35.5,1,TRUE,Liftgate
SHP-20157,2026-05-09,Denver,CO,San Diego,CA,92101,Coastal Express,Economy,26.43,1,FALSE,
SHP-20158,2026-05-27,Denver,CO,San Diego,CA,92101,Coastal Express,Economy,21.59,1,FALSE,Liftgate
SHP-20159,2026-05-21,Denver,CO,Fresno,CA,93721,Coastal Express,Standard,15.11,1,TRUE,Residential Delivery
SHP-20160,2026-05-01,Denver,CO,Santa Barbara,CA,93101,Coastal Express,Standard,37.2,1,TRUE,Residential Delivery
