invoice_id,carrier,invoice_date,service_month,shipment_ref,destination_city,destination_state,destination_zip,weight_lbs,base_charge,fuel_surcharge,accessorial_fees,accessorial_detail,adjustments,total_charge
PK-INV-2026-1116,Peak Logistics,2026-02-10,January 2026,PLG-5153279,Great Falls,MT,59401,433.4,1860.43,260.46,0,,0,2120.89
PK-INV-2026-1117,Peak Logistics,2026-02-10,January 2026,PLG-8583162,Idaho Falls,ID,83401,1350.8,1857.6,260.06,0,,0,2117.66
PK-INV-2026-1118,Peak Logistics,2026-02-10,January 2026,PLG-8628527,Colorado Springs,CO,80901,1655,270.9,37.93,0,,0,308.83
PK-INV-2026-1119,Peak Logistics,2026-02-10,January 2026,PLG-7009980,Billings,MT,59101,1856.2,2128.5,297.99,150,Redelivery,0,2576.49
PK-INV-2026-1120,Peak Logistics,2026-02-10,January 2026,PLG-6416778,Provo,UT,84601,2006.4,2528.41,353.98,0,,0,2882.39
PK-INV-2026-1121,Peak Logistics,2026-02-10,January 2026,PLG-1812172,Pocatello,ID,83201,716.5,1702.8,238.39,0,,0,1941.19
PK-INV-2026-1122,Peak Logistics,2026-02-10,January 2026,PLG-8177281,Pueblo,CO,81001,458.4,288.23,40.35,0,,0,328.58
PK-INV-2026-1123,Peak Logistics,2026-02-10,January 2026,PLG-2565985,Fort Collins,CO,80521,2530.1,335.4,46.96,0,,0,382.36
PK-INV-2026-1124,Peak Logistics,2026-02-10,January 2026,PLG-4928281,Pocatello,ID,83201,353.8,1152.94,161.41,50,Appointment Delivery,0,1364.35
PK-INV-2026-1125,Peak Logistics,2026-02-10,January 2026,PLG-8466983,Colorado Springs,CO,80901,503.3,270.9,37.93,75,Liftgate,0,383.83
PK-INV-2026-1126,Peak Logistics,2026-02-10,January 2026,PLG-7426846,Cheyenne,WY,82001,1981.3,387,54.18,75,Liftgate,0,516.18
PK-INV-2026-1127,Peak Logistics,2026-02-10,January 2026,PLG-3233823,Colorado Springs,CO,80901,213.1,183.42,25.68,0,,0,209.1
PK-INV-2026-1128,Peak Logistics,2026-02-10,January 2026,PLG-4574477,Casper,WY,82601,306.8,786.1,110.05,75,Liftgate,0,971.15
PK-INV-2026-1129,Peak Logistics,2026-02-10,January 2026,PLG-2685524,Casper,WY,82601,2927.3,1548,216.72,0,,0,1764.72
PK-INV-2026-1130,Peak Logistics,2026-02-10,January 2026,PLG-3345961,Colorado Springs,CO,80901,1116.3,270.9,37.93,0,,0,308.83
PK-INV-2026-1131,Peak Logistics,2026-02-10,January 2026,PLG-1450038,Colorado Springs,CO,80901,326.4,183.42,25.68,0,,-27.94,181.16
PK-INV-2026-1132,Peak Logistics,2026-02-10,January 2026,PLG-1915518,Pocatello,ID,83201,317.1,1152.94,161.41,0,,0,1314.35
PK-INV-2026-1133,Peak Logistics,2026-02-10,January 2026,PLG-9863176,Casper,WY,82601,672.4,1161,162.54,0,,0,1323.54
PK-INV-2026-1134,Peak Logistics,2026-02-10,January 2026,PLG-8060918,Grand Junction,CO,81501,3330.4,1264.21,176.99,0,,0,1441.2
HF-INV-2026-3162,Heartland Freight,2026-02-10,January 2026,HFL-6816746,Des Moines,IA,50301,1863.1,594.87,0,0,,0,594.87
HF-INV-2026-3163,Heartland Freight,2026-02-10,January 2026,HFL-5509119,St. Louis,MO,63101,571.7,594.87,0,0,,0,594.87
HF-INV-2026-3164,Heartland Freight,2026-02-10,January 2026,HFL-5563077,Iowa City,IA,52240,1919.1,594.87,0,0,,0,594.87
HF-INV-2026-3165,Heartland Freight,2026-02-10,January 2026,HFL-2293020,Minneapolis,MN,55401,353.8,748.18,0,0,,0,748.18
HF-INV-2026-3166,Heartland Freight,2026-02-10,January 2026,HFL-3799805,Madison,WI,53701,1241,748.18,0,0,,0,748.18
HF-INV-2026-3167,Heartland Freight,2026-02-10,January 2026,HFL-2934976,Norfolk,NE,68701,575.4,956.69,0,0,,0,956.69
HF-INV-2026-3168,Heartland Freight,2026-02-10,January 2026,HFL-1206159,Rockford,IL,61101,1847,748.18,0,0,,0,748.18
HF-INV-2026-3169,Heartland Freight,2026-02-10,January 2026,HFL-1593302,Duluth,MN,55801,304.4,956.69,0,0,,-66.05,890.64
HF-INV-2026-3170,Heartland Freight,2026-02-10,January 2026,HFL-4766741,Minneapolis,MN,55401,2088.1,748.18,0,0,,0,748.18
HF-INV-2026-3171,Heartland Freight,2026-02-10,January 2026,HFL-2306728,Norfolk,NE,68701,797.3,956.69,0,0,,0,956.69
HF-INV-2026-3172,Heartland Freight,2026-02-10,January 2026,HFL-4008898,Minneapolis,MN,55401,1062.9,748.18,0,0,,0,748.18
HF-INV-2026-3173,Heartland Freight,2026-02-10,January 2026,HFL-2156393,Rockford,IL,61101,2129.3,748.18,0,0,,0,748.18
HF-INV-2026-3174,Heartland Freight,2026-02-10,January 2026,HFL-2449308,Norfolk,NE,68701,2244.8,956.69,0,0,,0,956.69
HF-INV-2026-3175,Heartland Freight,2026-02-10,January 2026,HFL-6098752,Norfolk,NE,68701,214.8,956.69,0,0,,0,956.69
HF-INV-2026-3176,Heartland Freight,2026-02-10,January 2026,HFL-9277218,St. Paul,MN,55101,1636.3,748.18,0,0,,0,748.18
HF-INV-2026-3177,Heartland Freight,2026-02-10,January 2026,HFL-3526084,Rockford,IL,61101,1900.3,748.18,0,0,,0,748.18
HF-INV-2026-3178,Heartland Freight,2026-02-10,January 2026,HFL-1160974,Des Moines,IA,50301,2278.1,594.87,0,0,,0,594.87
HF-INV-2026-3179,Heartland Freight,2026-02-10,January 2026,HFL-6159172,Springfield,MO,65801,206.7,594.87,0,0,,0,594.87
HF-INV-2026-3180,Heartland Freight,2026-02-10,January 2026,HFL-2004872,Chicago,IL,60601,698,748.18,0,0,,0,748.18
HF-INV-2026-3181,Heartland Freight,2026-02-10,January 2026,HFL-9720112,Duluth,MN,55801,1793.7,956.69,0,0,,0,956.69
HF-INV-2026-3182,Heartland Freight,2026-02-10,January 2026,HFL-2424426,Wichita,KS,67201,1804.8,594.87,0,0,,0,594.87
HF-INV-2026-3183,Heartland Freight,2026-02-10,January 2026,HFL-2255447,Minneapolis,MN,55401,411.1,748.18,0,0,,0,748.18
HF-INV-2026-3184,Heartland Freight,2026-02-10,January 2026,HFL-4972370,Minneapolis,MN,55401,1506.7,748.18,0,0,,0,748.18
HF-INV-2026-3185,Heartland Freight,2026-02-10,January 2026,HFL-6473593,St. Louis,MO,63101,793.9,594.87,0,0,,0,594.87
HF-INV-2026-3186,Heartland Freight,2026-02-10,January 2026,HFL-3283577,Milwaukee,WI,53201,1224.4,748.18,0,0,,0,748.18
HF-INV-2026-3187,Heartland Freight,2026-02-10,January 2026,HFL-7820148,Iowa City,IA,52240,547.1,594.87,0,0,,0,594.87
HF-INV-2026-3188,Heartland Freight,2026-02-10,January 2026,HFL-6172545,Duluth,MN,55801,1486.4,956.69,0,0,,0,956.69
HF-INV-2026-3189,Heartland Freight,2026-02-10,January 2026,HFL-6103880,Lincoln,NE,68501,792,594.87,0,0,,0,594.87
HF-INV-2026-3190,Heartland Freight,2026-02-10,January 2026,HFL-6499465,St. Paul,MN,55101,1753.8,748.18,0,0,,0,748.18
HF-INV-2026-3191,Heartland Freight,2026-02-10,January 2026,HFL-9614423,Cedar Rapids,IA,52401,404.6,594.87,0,0,,0,594.87
HF-INV-2026-3192,Heartland Freight,2026-02-10,January 2026,HFL-1521470,Des Moines,IA,50301,1736.8,594.87,0,0,,0,594.87
HF-INV-2026-3193,Heartland Freight,2026-02-10,January 2026,HFL-2589226,Kansas City,KS,66101,2184.9,392.49,0,0,,0,392.49
HF-INV-2026-3194,Heartland Freight,2026-02-10,January 2026,HFL-2034637,Madison,WI,53701,445.5,748.18,0,0,,0,748.18
HF-INV-2026-3195,Heartland Freight,2026-02-10,January 2026,HFL-2409947,Rockford,IL,61101,514.4,748.18,0,0,,0,748.18
HF-INV-2026-3196,Heartland Freight,2026-02-10,January 2026,HFL-4317700,Minneapolis,MN,55401,1601.1,748.18,0,220,"Inside Delivery, Liftgate",0,968.18
HF-INV-2026-3197,Heartland Freight,2026-02-10,January 2026,HFL-6562484,Norfolk,NE,68701,2012.8,956.69,0,0,,0,956.69
HF-INV-2026-3198,Heartland Freight,2026-02-10,January 2026,HFL-8267158,Iowa City,IA,52240,298.9,594.87,0,0,,0,594.87
HF-INV-2026-3199,Heartland Freight,2026-02-10,January 2026,HFL-3899223,St. Paul,MN,55101,1077.5,748.18,0,0,,0,748.18
HF-INV-2026-3200,Heartland Freight,2026-02-10,January 2026,HFL-3493621,Milwaukee,WI,53201,682.1,748.18,0,0,,0,748.18
HF-INV-2026-3201,Heartland Freight,2026-02-10,January 2026,HFL-9370012,Kansas City,MO,64101,1633.7,392.49,0,0,,0,392.49
HF-INV-2026-3202,Heartland Freight,2026-02-10,January 2026,HFL-8033593,Kansas City,KS,66101,2238.3,392.49,0,135,Inside Delivery,0,527.49
HF-INV-2026-3203,Heartland Freight,2026-02-10,January 2026,HFL-1327658,Omaha,NE,68101,1721.4,594.87,0,0,,0,594.87
HF-INV-2026-3204,Heartland Freight,2026-02-10,January 2026,HFL-9131572,Wichita,KS,67201,1988.7,594.87,0,0,,0,594.87
HF-INV-2026-3205,Heartland Freight,2026-02-10,January 2026,HFL-4016809,Kansas City,KS,66101,2311.1,392.49,0,0,,0,392.49
HF-INV-2026-3206,Heartland Freight,2026-02-10,January 2026,HFL-5713268,Duluth,MN,55801,919.7,956.69,0,0,,0,956.69
HF-INV-2026-3207,Heartland Freight,2026-02-10,January 2026,HFL-4905100,Chicago,IL,60601,2066.1,748.18,0,0,,0,748.18
HF-INV-2026-3208,Heartland Freight,2026-02-10,January 2026,HFL-1937991,Kansas City,MO,64101,437.2,392.49,0,0,,0,392.49
HF-INV-2026-3209,Heartland Freight,2026-02-10,January 2026,HFL-3914404,Kansas City,MO,64101,1583.2,392.49,0,0,,0,392.49
HF-INV-2026-3210,Heartland Freight,2026-02-10,January 2026,HFL-7019382,Rockford,IL,61101,738.3,748.18,0,0,,0,748.18
HF-INV-2026-3211,Heartland Freight,2026-02-10,January 2026,HFL-3384080,Duluth,MN,55801,1808.1,956.69,0,0,,0,956.69
HF-INV-2026-3212,Heartland Freight,2026-02-10,January 2026,HFL-6185050,Omaha,NE,68101,2181.2,565.12,0,0,,0,565.12
HF-INV-2026-3213,Heartland Freight,2026-02-10,January 2026,HFL-4671004,Rockford,IL,61101,1296.6,710.77,0,0,,0,710.77
HF-INV-2026-3214,Heartland Freight,2026-02-10,January 2026,HFL-4380011,Chicago,IL,60601,1368.5,710.77,0,0,,0,710.77
HF-INV-2026-3215,Heartland Freight,2026-02-10,January 2026,HFL-6428919,Rockford,IL,61101,966.4,710.77,0,0,,0,710.77
CE-INV-2026-5132,Coastal Express,2026-02-10,January 2026,CEX-6323132,Fresno,CA,93721,18.6,32.75,3.11,12.5,Residential,-157.87,-109.51
CE-INV-2026-5133,Coastal Express,2026-02-10,January 2026,CEX-4745298,Bakersfield,CA,93301,12.5,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5134,Coastal Express,2026-02-10,January 2026,CEX-3136551,San Diego,CA,92101,32.5,32.75,3.11,0,,0,35.86
CE-INV-2026-5135,Coastal Express,2026-02-10,January 2026,CEX-1543292,Bakersfield,CA,93301,11.7,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5136,Coastal Express,2026-02-10,January 2026,CEX-2746679,Bakersfield,CA,93301,12.2,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5137,Coastal Express,2026-02-10,January 2026,CEX-6360633,Oakland,CA,94612,41.6,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5138,Coastal Express,2026-02-10,January 2026,CEX-6632941,San Diego,CA,92101,12.1,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5139,Coastal Express,2026-02-10,January 2026,CEX-2812519,Los Angeles,CA,90001,22.6,32.75,3.11,0,,0,35.86
CE-INV-2026-5140,Coastal Express,2026-02-10,January 2026,CEX-7946088,Long Beach,CA,90802,32.9,32.75,3.11,0,,0,35.86
CE-INV-2026-5141,Coastal Express,2026-02-10,January 2026,CEX-4784650,San Francisco,CA,94102,24.6,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5142,Coastal Express,2026-02-10,January 2026,CEX-5380995,Seattle,WA,98101,11.2,32.75,3.11,102.5,Residential + Liftgate,0,138.36
CE-INV-2026-5143,Coastal Express,2026-02-10,January 2026,CEX-2258331,Long Beach,CA,90802,42,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5144,Coastal Express,2026-02-10,January 2026,CEX-9098979,San Diego,CA,92101,27.8,32.75,3.11,0,,0,35.86
CE-INV-2026-5145,Coastal Express,2026-02-10,January 2026,CEX-3635764,Bakersfield,CA,93301,33.2,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5146,Coastal Express,2026-02-10,January 2026,CEX-5450404,Tacoma,WA,98401,7.1,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5147,Coastal Express,2026-02-10,January 2026,CEX-9236745,Long Beach,CA,90802,31.1,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5148,Coastal Express,2026-02-10,January 2026,CEX-9058573,Long Beach,CA,90802,11,32.75,3.11,0,,0,35.86
CE-INV-2026-5149,Coastal Express,2026-02-10,January 2026,CEX-8945197,Long Beach,CA,90802,12.6,32.75,3.11,0,,0,35.86
CE-INV-2026-5150,Coastal Express,2026-02-10,January 2026,CEX-5446036,Long Beach,CA,90802,38.5,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5151,Coastal Express,2026-02-10,January 2026,CEX-5417373,Long Beach,CA,90802,8.7,32.75,3.11,0,,-52.71,-16.85
CE-INV-2026-5152,Coastal Express,2026-02-10,January 2026,CEX-2622400,Portland,OR,97201,22.3,32.75,3.11,12.5,Residential,0,48.36
CE-INV-2026-5153,Coastal Express,2026-02-10,January 2026,CEX-2023137,Bakersfield,CA,93301,940.1,604.76,57.45,0,,0,662.21
CE-INV-2026-5154,Coastal Express,2026-02-10,January 2026,CEX-8966231,Bakersfield,CA,93301,2290.2,1473.27,139.96,0,,0,1613.23
CE-INV-2026-5155,Coastal Express,2026-02-10,January 2026,CEX-1582647,Long Beach,CA,90802,1749.6,982.26,93.31,0,,0,1075.57
CE-INV-2026-5156,Coastal Express,2026-02-10,January 2026,CEX-8533636,Eugene,OR,97401,1708.2,1438.52,136.66,0,,0,1575.18
CE-INV-2026-5157,Coastal Express,2026-02-10,January 2026,CEX-8103052,Eugene,OR,97401,1136.5,957.08,90.92,0,,0,1048
CE-INV-2026-5158,Coastal Express,2026-02-10,January 2026,CEX-5326615,San Diego,CA,92101,949.8,533.23,50.66,0,,0,583.89
CE-INV-2026-5159,Coastal Express,2026-02-10,January 2026,CEX-7666510,Portland,OR,97201,1371.7,1155.14,109.74,0,,0,1264.88
CE-INV-2026-5160,Coastal Express,2026-02-10,January 2026,CEX-9767135,San Francisco,CA,94102,1790.6,1151.88,109.43,0,,0,1261.31
CE-INV-2026-5161,Coastal Express,2026-02-10,January 2026,CEX-2681144,San Diego,CA,92101,2081.8,1168.76,111.03,0,,0,1279.79
CE-INV-2026-5162,Coastal Express,2026-02-10,January 2026,CEX-6769167,Long Beach,CA,90802,2394.7,1344.43,127.72,0,,0,1472.15
CE-INV-2026-5163,Coastal Express,2026-02-10,January 2026,CEX-1628569,Bakersfield,CA,93301,2266,1457.7,138.48,0,,0,1596.18
CE-INV-2026-5164,Coastal Express,2026-02-10,January 2026,CEX-6561547,Fresno,CA,93721,1090.7,701.64,66.66,90,Liftgate,0,858.3
CE-INV-2026-5165,Coastal Express,2026-02-10,January 2026,CEX-1339451,Sacramento,CA,95814,1921.5,1236.09,117.43,0,,0,1353.52
CE-INV-2026-5166,Coastal Express,2026-02-10,January 2026,CEX-2647814,Long Beach,CA,90802,1409.5,791.32,75.18,0,,0,866.5
CE-INV-2026-5167,Coastal Express,2026-02-10,January 2026,CEX-6383277,San Diego,CA,92101,2418.7,1357.91,129,0,,0,1486.91
CE-INV-2026-5168,Coastal Express,2026-02-10,January 2026,CEX-7831185,Oakland,CA,94612,1257,808.62,76.82,0,,0,885.44
CE-INV-2026-5169,Coastal Express,2026-02-10,January 2026,CEX-3667115,Portland,OR,97201,2107.3,1774.62,168.59,0,,0,1943.21
CE-INV-2026-5170,Coastal Express,2026-02-10,January 2026,CEX-1485669,Bakersfield,CA,93301,929.4,597.88,56.8,0,,0,654.68
CE-INV-2026-5171,Coastal Express,2026-02-10,January 2026,CEX-8657937,Los Angeles,CA,90001,1129.6,634.18,60.25,0,,0,694.43
CE-INV-2026-5172,Coastal Express,2026-02-10,January 2026,CEX-9474614,Long Beach,CA,90802,881.8,495.05,47.03,0,,0,542.08
CE-INV-2026-5173,Coastal Express,2026-02-10,January 2026,CEX-8484373,Oakland,CA,94612,1525.9,981.6,93.25,0,,0,1074.85
CE-INV-2026-5174,Coastal Express,2026-02-10,January 2026,CEX-5339593,Sacramento,CA,95814,1136,730.79,69.43,0,,0,800.22
