invoice_id,carrier,invoice_date,service_month,shipment_ref,destination_city,destination_state,destination_zip,weight_lbs,base_charge,fuel_surcharge,accessorial_fees,accessorial_detail,adjustments,total_charge
PK-INV-2025-1049,Peak Logistics,2025-12-11,November 2025,PLG-2512187,Grand Junction,CO,81501,250.5,486.75,68.15,0,,0,554.9
PK-INV-2025-1050,Peak Logistics,2025-12-11,November 2025,PLG-7138070,Billings,MT,59101,747.7,1613.84,225.94,0,,0,1839.78
PK-INV-2025-1051,Peak Logistics,2025-12-11,November 2025,PLG-5951651,Cheyenne,WY,82001,910.1,293.43,41.08,0,,0,334.51
PK-INV-2025-1052,Peak Logistics,2025-12-11,November 2025,PLG-4785186,Pocatello,ID,83201,1172.8,1291.07,180.75,0,,0,1471.82
PK-INV-2025-1053,Peak Logistics,2025-12-11,November 2025,PLG-1233516,Idaho Falls,ID,83401,3193,1877.93,262.91,0,,0,2140.84
PK-INV-2025-1054,Peak Logistics,2025-12-11,November 2025,PLG-7232293,Colorado Springs,CO,80901,1535,205.4,28.76,0,,0,234.16
PK-INV-2025-1055,Peak Logistics,2025-12-11,November 2025,PLG-4713925,Fort Collins,CO,80521,1480.8,190.73,26.7,0,,0,217.43
PK-INV-2025-1056,Peak Logistics,2025-12-11,November 2025,PLG-6106390,Idaho Falls,ID,83401,2450.5,1877.93,262.91,150,Redelivery,0,2290.84
PK-INV-2025-1057,Peak Logistics,2025-12-11,November 2025,PLG-8031780,Salt Lake City,UT,84101,439.2,1043.04,146.03,0,,0,1189.07
PK-INV-2025-1058,Peak Logistics,2025-12-11,November 2025,PLG-5693260,Fort Collins,CO,80521,3067.3,254.3,35.6,0,,0,289.9
PK-INV-2025-1059,Peak Logistics,2025-12-11,November 2025,PLG-7162857,Cheyenne,WY,82001,246.3,198.67,27.81,0,,0,226.48
PK-INV-2025-1060,Peak Logistics,2025-12-11,November 2025,PLG-8628891,Cheyenne,WY,82001,180.5,198.67,27.81,0,,0,226.48
PK-INV-2025-1061,Peak Logistics,2025-12-11,November 2025,PLG-5086407,Fort Collins,CO,80521,1355.9,190.73,26.7,0,,0,217.43
PK-INV-2025-1062,Peak Logistics,2025-12-11,November 2025,PLG-4909069,Great Falls,MT,59401,426.3,1410.58,197.48,0,,0,1608.06
PK-INV-2025-1063,Peak Logistics,2025-12-11,November 2025,PLG-3180906,Fort Collins,CO,80521,1379.2,190.73,26.7,0,,0,217.43
PK-INV-2025-1064,Peak Logistics,2025-12-11,November 2025,PLG-4991829,Fort Collins,CO,80521,429.9,129.14,18.08,0,,0,147.22
PK-INV-2025-1065,Peak Logistics,2025-12-11,November 2025,PLG-2066326,Colorado Springs,CO,80901,75.1,139.07,19.47,0,,0,158.54
PK-INV-2025-1066,Peak Logistics,2025-12-11,November 2025,PLG-1727544,Cheyenne,WY,82001,667.1,293.43,41.08,0,,0,334.51
PK-INV-2025-1067,Peak Logistics,2025-12-11,November 2025,PLG-7738019,Provo,UT,84601,329.5,973.5,136.29,0,,0,1109.79
PK-INV-2025-1068,Peak Logistics,2025-12-11,November 2025,PLG-2101965,Colorado Springs,CO,80901,1818.3,205.4,28.76,50,Appointment Delivery,0,284.16
PK-INV-2025-1069,Peak Logistics,2025-12-11,November 2025,PLG-9901266,Laramie,WY,82070,1312.9,381.45,53.4,0,,0,434.85
PK-INV-2025-1070,Peak Logistics,2025-12-11,November 2025,PLG-4607488,Laramie,WY,82070,661.2,381.45,53.4,0,,0,434.85
PK-INV-2025-1071,Peak Logistics,2025-12-11,November 2025,PLG-6243691,Fort Collins,CO,80521,1737.5,190.72,26.7,0,,0,217.42
HF-INV-2025-3056,Heartland Freight,2025-12-11,November 2025,HFL-3403361,St. Louis,MO,63101,2306.9,462.86,0,0,,0,462.86
HF-INV-2025-3057,Heartland Freight,2025-12-11,November 2025,HFL-2539438,Kansas City,KS,66101,367.9,305.39,0,0,,0,305.39
HF-INV-2025-3058,Heartland Freight,2025-12-11,November 2025,HFL-6228407,Duluth,MN,55801,1067.1,744.4,0,0,,0,744.4
HF-INV-2025-3059,Heartland Freight,2025-12-11,November 2025,HFL-1882629,St. Paul,MN,55101,980.1,582.16,0,0,,0,582.16
HF-INV-2025-3060,Heartland Freight,2025-12-11,November 2025,HFL-5565128,Kansas City,MO,64101,569.4,305.39,0,0,,0,305.39
HF-INV-2025-3061,Heartland Freight,2025-12-11,November 2025,HFL-5582979,Madison,WI,53701,1729.4,582.16,0,0,,0,582.16
HF-INV-2025-3062,Heartland Freight,2025-12-11,November 2025,HFL-5752087,Omaha,NE,68101,1893.7,462.86,0,0,,0,462.86
HF-INV-2025-3063,Heartland Freight,2025-12-11,November 2025,HFL-1919088,Kansas City,KS,66101,1400,305.39,0,0,,0,305.39
HF-INV-2025-3064,Heartland Freight,2025-12-11,November 2025,HFL-5286905,Des Moines,IA,50301,694.4,462.86,0,0,,0,462.86
HF-INV-2025-3065,Heartland Freight,2025-12-11,November 2025,HFL-3947669,Norfolk,NE,68701,926.6,744.4,0,0,,0,744.4
HF-INV-2025-3066,Heartland Freight,2025-12-11,November 2025,HFL-6941939,Rockford,IL,61101,1095.2,582.16,0,0,,0,582.16
HF-INV-2025-3067,Heartland Freight,2025-12-11,November 2025,HFL-8713396,Duluth,MN,55801,1137.7,744.4,0,0,,0,744.4
HF-INV-2025-3068,Heartland Freight,2025-12-11,November 2025,HFL-8007741,Chicago,IL,60601,2205.4,582.16,0,0,,0,582.16
HF-INV-2025-3069,Heartland Freight,2025-12-11,November 2025,HFL-8719145,Milwaukee,WI,53201,451.6,582.16,0,0,,0,582.16
HF-INV-2025-3070,Heartland Freight,2025-12-11,November 2025,HFL-7718433,Springfield,MO,65801,414.4,462.86,0,0,,0,462.86
HF-INV-2025-3071,Heartland Freight,2025-12-11,November 2025,HFL-4717362,Minneapolis,MN,55401,392.7,582.16,0,0,,0,582.16
HF-INV-2025-3072,Heartland Freight,2025-12-11,November 2025,HFL-9902071,Springfield,MO,65801,1942.9,462.86,0,0,,0,462.86
HF-INV-2025-3073,Heartland Freight,2025-12-11,November 2025,HFL-3477824,Minneapolis,MN,55401,661.7,582.16,0,0,,0,582.16
HF-INV-2025-3074,Heartland Freight,2025-12-11,November 2025,HFL-3564729,Rockford,IL,61101,431.2,582.16,0,0,,0,582.16
HF-INV-2025-3075,Heartland Freight,2025-12-11,November 2025,HFL-8783840,St. Paul,MN,55101,387,582.16,0,0,,0,582.16
HF-INV-2025-3076,Heartland Freight,2025-12-11,November 2025,HFL-6422534,Lincoln,NE,68501,1822.7,462.86,0,0,,0,462.86
HF-INV-2025-3077,Heartland Freight,2025-12-11,November 2025,HFL-6080483,Norfolk,NE,68701,533.4,744.4,0,0,,0,744.4
HF-INV-2025-3078,Heartland Freight,2025-12-11,November 2025,HFL-1630944,Milwaukee,WI,53201,1551.9,582.16,0,135,Inside Delivery,0,717.16
HF-INV-2025-3079,Heartland Freight,2025-12-11,November 2025,HFL-2514923,Duluth,MN,55801,1037.7,744.4,0,0,,0,744.4
HF-INV-2025-3080,Heartland Freight,2025-12-11,November 2025,HFL-1688246,Wichita,KS,67201,1275.3,462.86,0,0,,0,462.86
HF-INV-2025-3081,Heartland Freight,2025-12-11,November 2025,HFL-8979730,Madison,WI,53701,2313.7,582.16,0,0,,0,582.16
HF-INV-2025-3082,Heartland Freight,2025-12-11,November 2025,HFL-6761929,Cedar Rapids,IA,52401,2406.5,462.86,0,0,,0,462.86
HF-INV-2025-3083,Heartland Freight,2025-12-11,November 2025,HFL-8372274,St. Paul,MN,55101,400,582.16,0,40,Appointment Delivery,0,622.16
HF-INV-2025-3084,Heartland Freight,2025-12-11,November 2025,HFL-6676858,Cedar Rapids,IA,52401,1072.5,462.86,0,0,,0,462.86
HF-INV-2025-3085,Heartland Freight,2025-12-11,November 2025,HFL-7485471,Duluth,MN,55801,2046.1,744.4,0,135,Inside Delivery,0,879.4
HF-INV-2025-3086,Heartland Freight,2025-12-11,November 2025,HFL-3522845,Norfolk,NE,68701,802.7,744.4,0,0,,0,744.4
HF-INV-2025-3087,Heartland Freight,2025-12-11,November 2025,HFL-6204824,Milwaukee,WI,53201,393.9,582.16,0,0,,0,582.16
HF-INV-2025-3088,Heartland Freight,2025-12-11,November 2025,HFL-2421349,St. Paul,MN,55101,1801.9,582.16,0,0,,0,582.16
HF-INV-2025-3089,Heartland Freight,2025-12-11,November 2025,HFL-3144023,St. Louis,MO,63101,1507.8,462.86,0,0,,0,462.86
HF-INV-2025-3090,Heartland Freight,2025-12-11,November 2025,HFL-9831414,St. Paul,MN,55101,1882.4,582.16,0,0,,0,582.16
HF-INV-2025-3091,Heartland Freight,2025-12-11,November 2025,HFL-7083379,Iowa City,IA,52240,1685.3,462.86,0,0,,0,462.86
HF-INV-2025-3092,Heartland Freight,2025-12-11,November 2025,HFL-9158272,St. Louis,MO,63101,605.4,462.86,0,0,,0,462.86
HF-INV-2025-3093,Heartland Freight,2025-12-11,November 2025,HFL-2696860,Rockford,IL,61101,706.3,582.16,0,85,Liftgate,0,667.16
HF-INV-2025-3094,Heartland Freight,2025-12-11,November 2025,HFL-1633297,Minneapolis,MN,55401,2029.1,582.16,0,0,,0,582.16
HF-INV-2025-3095,Heartland Freight,2025-12-11,November 2025,HFL-7320310,St. Paul,MN,55101,997.6,582.16,0,0,,0,582.16
HF-INV-2025-3096,Heartland Freight,2025-12-11,November 2025,HFL-3777286,Kansas City,MO,64101,589.4,305.39,0,0,,0,305.39
HF-INV-2025-3097,Heartland Freight,2025-12-11,November 2025,HFL-4985095,St. Paul,MN,55101,1205.1,582.16,0,0,,0,582.16
HF-INV-2025-3098,Heartland Freight,2025-12-11,November 2025,HFL-4925917,Lincoln,NE,68501,1640.8,462.86,0,0,,0,462.86
HF-INV-2025-3099,Heartland Freight,2025-12-11,November 2025,HFL-4255051,Duluth,MN,55801,936.1,744.4,0,0,,0,744.4
HF-INV-2025-3100,Heartland Freight,2025-12-11,November 2025,HFL-7406756,Kansas City,KS,66101,1777.6,305.39,0,0,,-36.53,268.86
HF-INV-2025-3101,Heartland Freight,2025-12-11,November 2025,HFL-3321942,Norfolk,NE,68701,2488.2,744.4,0,0,,0,744.4
HF-INV-2025-3102,Heartland Freight,2025-12-11,November 2025,HFL-2721170,Milwaukee,WI,53201,321.2,582.16,0,0,,0,582.16
HF-INV-2025-3103,Heartland Freight,2025-12-11,November 2025,HFL-9612629,Duluth,MN,55801,875.6,744.4,0,0,,0,744.4
HF-INV-2025-3104,Heartland Freight,2025-12-11,November 2025,HFL-8568671,Kansas City,MO,64101,2061.6,305.39,0,0,,0,305.39
HF-INV-2025-3105,Heartland Freight,2025-12-11,November 2025,HFL-7274032,Kansas City,KS,66101,2337.9,305.39,0,0,,0,305.39
HF-INV-2025-3106,Heartland Freight,2025-12-11,November 2025,HFL-6346644,Rockford,IL,61101,1061.8,582.16,0,0,,0,582.16
HF-INV-2025-3107,Heartland Freight,2025-12-11,November 2025,HFL-3308538,Chicago,IL,60601,2163.1,582.16,0,0,,0,582.16
HF-INV-2025-3108,Heartland Freight,2025-12-11,November 2025,HFL-3328554,Des Moines,IA,50301,883.9,462.86,0,0,,0,462.86
HF-INV-2025-3109,Heartland Freight,2025-12-11,November 2025,HFL-1318832,St. Paul,MN,55101,1295.7,582.16,0,0,,0,582.16
HF-INV-2025-3110,Heartland Freight,2025-12-11,November 2025,HFL-9854536,St. Louis,MO,63101,682.4,462.86,0,0,,0,462.86
HF-INV-2025-3111,Heartland Freight,2025-12-11,November 2025,HFL-1801102,Madison,WI,53701,451.2,582.16,0,0,,0,582.16
HF-INV-2025-3112,Heartland Freight,2025-12-11,November 2025,HFL-2859886,Omaha,NE,68101,1195.4,462.86,0,0,,0,462.86
HF-INV-2025-3113,Heartland Freight,2025-12-11,November 2025,HFL-5059048,Madison,WI,53701,1527.1,582.2,0,0,,0,582.2
CE-INV-2025-5046,Coastal Express,2025-12-11,November 2025,CEX-7550726,Bakersfield,CA,93301,43.4,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5047,Coastal Express,2025-12-11,November 2025,CEX-1272499,Long Beach,CA,90802,38.8,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5048,Coastal Express,2025-12-11,November 2025,CEX-6578736,San Diego,CA,92101,18.8,32.06,3.05,0,,0,35.11
CE-INV-2025-5049,Coastal Express,2025-12-11,November 2025,CEX-8795078,San Diego,CA,92101,10.2,32.06,3.05,0,,0,35.11
CE-INV-2025-5050,Coastal Express,2025-12-11,November 2025,CEX-8678589,Los Angeles,CA,90001,44.4,32.06,3.05,102.5,Residential + Liftgate,-36.19,101.42
CE-INV-2025-5051,Coastal Express,2025-12-11,November 2025,CEX-6202210,San Francisco,CA,94102,6.4,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5052,Coastal Express,2025-12-11,November 2025,CEX-4206183,Sacramento,CA,95814,26.6,32.06,3.05,90,Liftgate,0,125.11
CE-INV-2025-5053,Coastal Express,2025-12-11,November 2025,CEX-3088344,San Diego,CA,92101,16.9,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5054,Coastal Express,2025-12-11,November 2025,CEX-7486822,Long Beach,CA,90802,37,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5055,Coastal Express,2025-12-11,November 2025,CEX-9712003,Sacramento,CA,95814,18.3,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5056,Coastal Express,2025-12-11,November 2025,CEX-4027557,Long Beach,CA,90802,15.3,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5057,Coastal Express,2025-12-11,November 2025,CEX-8481225,San Diego,CA,92101,26.6,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5058,Coastal Express,2025-12-11,November 2025,CEX-6914963,Sacramento,CA,95814,29.1,32.06,3.05,0,,0,35.11
CE-INV-2025-5059,Coastal Express,2025-12-11,November 2025,CEX-7815076,San Francisco,CA,94102,29.6,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5060,Coastal Express,2025-12-11,November 2025,CEX-8351320,San Francisco,CA,94102,20,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5061,Coastal Express,2025-12-11,November 2025,CEX-1543335,Sacramento,CA,95814,6.2,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5062,Coastal Express,2025-12-11,November 2025,CEX-2289923,Seattle,WA,98101,29.7,32.06,3.05,0,,0,35.11
CE-INV-2025-5063,Coastal Express,2025-12-11,November 2025,CEX-2903351,San Diego,CA,92101,28.2,32.06,3.05,0,,0,35.11
CE-INV-2025-5064,Coastal Express,2025-12-11,November 2025,CEX-5366937,Bakersfield,CA,93301,5.9,32.06,3.05,0,,0,35.11
CE-INV-2025-5065,Coastal Express,2025-12-11,November 2025,CEX-3277144,Fresno,CA,93721,32.7,32.06,3.05,0,,0,35.11
CE-INV-2025-5066,Coastal Express,2025-12-11,November 2025,CEX-6361793,Tacoma,WA,98401,39.2,32.31,3.07,12.5,Residential,0,47.88
CE-INV-2025-5067,Coastal Express,2025-12-11,November 2025,CEX-3642499,Sacramento,CA,95814,32.3,32.06,3.05,0,,0,35.11
CE-INV-2025-5068,Coastal Express,2025-12-11,November 2025,CEX-3036124,Sacramento,CA,95814,34.7,32.06,3.05,12.5,Residential,0,47.61
CE-INV-2025-5069,Coastal Express,2025-12-11,November 2025,CEX-7189302,Long Beach,CA,90802,45.5,32.06,3.05,90,Liftgate,0,125.11
CE-INV-2025-5070,Coastal Express,2025-12-11,November 2025,CEX-7680015,Los Angeles,CA,90001,1656.5,910.33,86.48,90,Liftgate,0,1086.81
CE-INV-2025-5071,Coastal Express,2025-12-11,November 2025,CEX-2237331,Fresno,CA,93721,2550.1,1605.78,152.55,0,,0,1758.33
CE-INV-2025-5072,Coastal Express,2025-12-11,November 2025,CEX-6779998,Long Beach,CA,90802,1005.2,552.41,52.48,0,,0,604.89
CE-INV-2025-5073,Coastal Express,2025-12-11,November 2025,CEX-3164813,Bakersfield,CA,93301,1046.7,659.1,62.61,0,,0,721.71
CE-INV-2025-5074,Coastal Express,2025-12-11,November 2025,CEX-6102363,Los Angeles,CA,90001,1587.3,872.29,82.87,0,,0,955.16
CE-INV-2025-5075,Coastal Express,2025-12-11,November 2025,CEX-9705660,Sacramento,CA,95814,1071.9,674.97,64.12,0,,0,739.09
CE-INV-2025-5076,Coastal Express,2025-12-11,November 2025,CEX-5604524,San Diego,CA,92101,2389.2,1312.98,124.73,0,,0,1437.71
CE-INV-2025-5077,Coastal Express,2025-12-11,November 2025,CEX-3586950,Bakersfield,CA,93301,1003.9,632.14,60.05,0,,0,692.19
CE-INV-2025-5078,Coastal Express,2025-12-11,November 2025,CEX-1691125,Seattle,WA,98101,1106,911.7,86.61,0,,0,998.31
CE-INV-2025-5079,Coastal Express,2025-12-11,November 2025,CEX-5440189,San Diego,CA,92101,2141.2,1176.7,111.79,0,,0,1288.49
CE-INV-2025-5080,Coastal Express,2025-12-11,November 2025,CEX-5859883,San Francisco,CA,94102,1952.1,1229.21,116.77,0,,0,1345.98
CE-INV-2025-5081,Coastal Express,2025-12-11,November 2025,CEX-8609207,San Diego,CA,92101,1874.5,1030.13,97.86,0,,0,1127.99
CE-INV-2025-5082,Coastal Express,2025-12-11,November 2025,CEX-6707484,Fresno,CA,93721,900.3,566.92,53.86,0,,0,620.78
CE-INV-2025-5083,Coastal Express,2025-12-11,November 2025,CEX-3193891,Sacramento,CA,95814,1816.4,1143.77,108.66,0,,0,1252.43
CE-INV-2025-5084,Coastal Express,2025-12-11,November 2025,CEX-5487430,Los Angeles,CA,90001,2105.8,1157.23,109.94,0,,0,1267.17
CE-INV-2025-5085,Coastal Express,2025-12-11,November 2025,CEX-8015136,Long Beach,CA,90802,1532.8,842.34,80.02,0,,0,922.36
CE-INV-2025-5086,Coastal Express,2025-12-11,November 2025,CEX-6246485,Long Beach,CA,90802,1259.5,692.16,65.76,0,,0,757.92
CE-INV-2025-5087,Coastal Express,2025-12-11,November 2025,CEX-6176450,Tacoma,WA,98401,1101.5,907.99,86.26,0,,0,994.25
CE-INV-2025-5088,Coastal Express,2025-12-11,November 2025,CEX-4609524,Long Beach,CA,90802,1606.5,882.85,83.87,0,,0,966.72
CE-INV-2025-5089,Coastal Express,2025-12-11,November 2025,CEX-8895137,San Diego,CA,92101,1744.1,958.47,91.05,0,,0,1049.52
CE-INV-2025-5090,Coastal Express,2025-12-11,November 2025,CEX-7136730,Los Angeles,CA,90001,1248,685.84,65.15,0,,0,750.99
CE-INV-2025-5091,Coastal Express,2025-12-11,November 2025,CEX-7082139,Bakersfield,CA,93301,2089.4,1315.68,124.99,0,,0,1440.67
CE-INV-2025-5092,Coastal Express,2025-12-11,November 2025,CEX-2993318,Bakersfield,CA,93301,1697.2,1068.71,101.53,0,,0,1170.24
CE-INV-2025-5093,Coastal Express,2025-12-11,November 2025,CEX-7133857,Long Beach,CA,90802,995,546.64,51.93,0,,0,598.57
