shipment_id,date,origin_city,origin_state,destination_city,destination_state,destination_zip,carrier,service_level,weight_lbs,units,residential,special_handling
HFL-3403361,2025-11-09,Denver,CO,St. Louis,MO,63101,Heartland Freight,Standard,2306.9,,FALSE,
HFL-2539438,2025-11-10,Denver,CO,Kansas City,KS,66101,Heartland Freight,Standard,367.9,,FALSE,
HFL-6228407,2025-11-11,Denver,CO,Duluth,MN,55801,Heartland Freight,Standard,1067.1,,FALSE,
HFL-1882629,2025-11-12,Denver,CO,St. Paul,MN,55101,Heartland Freight,Standard,980.1,,FALSE,
HFL-5565128,2025-11-13,Denver,CO,Kansas City,MO,64101,Heartland Freight,Standard,569.4,,FALSE,
HFL-5582979,2025-11-14,Denver,CO,Madison,WI,53701,Heartland Freight,Standard,1729.4,,FALSE,
HFL-5752087,2025-11-15,Denver,CO,Omaha,NE,68101,Heartland Freight,Standard,1893.7,,FALSE,
HFL-1919088,2025-11-16,Denver,CO,Kansas City,KS,66101,Heartland Freight,Standard,1400,,FALSE,
HFL-5286905,2025-11-17,Denver,CO,Des Moines,IA,50301,Heartland Freight,Standard,694.4,,FALSE,
HFL-3947669,2025-11-18,Denver,CO,Norfolk,NE,68701,Heartland Freight,Standard,926.6,,FALSE,
HFL-6941939,2025-11-19,Denver,CO,Rockford,IL,61101,Heartland Freight,Standard,1095.2,,FALSE,
HFL-8713396,2025-11-20,Denver,CO,Duluth,MN,55801,Heartland Freight,Standard,1137.7,,FALSE,
HFL-8007741,2025-11-21,Denver,CO,Chicago,IL,60601,Heartland Freight,Standard,2205.4,,FALSE,
HFL-8719145,2025-11-22,Denver,CO,Milwaukee,WI,53201,Heartland Freight,Standard,451.6,,FALSE,
HFL-7718433,2025-11-23,Denver,CO,Springfield,MO,65801,Heartland Freight,Standard,414.4,,FALSE,
HFL-4717362,2025-11-24,Denver,CO,Minneapolis,MN,55401,Heartland Freight,Standard,392.7,,FALSE,
HFL-9902071,2025-11-25,Denver,CO,Springfield,MO,65801,Heartland Freight,Standard,1942.9,,FALSE,
HFL-3477824,2025-11-26,Denver,CO,Minneapolis,MN,55401,Heartland Freight,Standard,661.7,,FALSE,
HFL-3564729,2025-11-27,Denver,CO,Rockford,IL,61101,Heartland Freight,Standard,431.2,,FALSE,
HFL-8783840,2025-11-28,Denver,CO,St. Paul,MN,55101,Heartland Freight,Standard,387,,FALSE,
HFL-6422534,2025-11-01,Denver,CO,Lincoln,NE,68501,Heartland Freight,Standard,1822.7,,FALSE,
HFL-6080483,2025-11-02,Denver,CO,Norfolk,NE,68701,Heartland Freight,Standard,533.4,,FALSE,
HFL-1630944,2025-11-03,Denver,CO,Milwaukee,WI,53201,Heartland Freight,Standard,1551.9,,FALSE,Inside Delivery
HFL-2514923,2025-11-04,Denver,CO,Duluth,MN,55801,Heartland Freight,Standard,1037.7,,FALSE,
HFL-1688246,2025-11-05,Denver,CO,Wichita,KS,67201,Heartland Freight,Standard,1275.3,,FALSE,
HFL-8979730,2025-11-06,Denver,CO,Madison,WI,53701,Heartland Freight,Standard,2313.7,,FALSE,
HFL-6761929,2025-11-07,Denver,CO,Cedar Rapids,IA,52401,Heartland Freight,Standard,2406.5,,FALSE,
HFL-8372274,2025-11-08,Denver,CO,St. Paul,MN,55101,Heartland Freight,Standard,400,,FALSE,Appointment Delivery
HFL-6676858,2025-11-09,Denver,CO,Cedar Rapids,IA,52401,Heartland Freight,Standard,1072.5,,FALSE,
HFL-7485471,2025-11-10,Denver,CO,Duluth,MN,55801,Heartland Freight,Standard,2046.1,,FALSE,Inside Delivery
HFL-3522845,2025-11-11,Denver,CO,Norfolk,NE,68701,Heartland Freight,Standard,802.7,,FALSE,
HFL-6204824,2025-11-12,Denver,CO,Milwaukee,WI,53201,Heartland Freight,Standard,393.9,,FALSE,
HFL-2421349,2025-11-13,Denver,CO,St. Paul,MN,55101,Heartland Freight,Standard,1801.9,,FALSE,
HFL-3144023,2025-11-14,Denver,CO,St. Louis,MO,63101,Heartland Freight,Standard,1507.8,,FALSE,
HFL-9831414,2025-11-15,Denver,CO,St. Paul,MN,55101,Heartland Freight,Standard,1882.4,,FALSE,
HFL-7083379,2025-11-16,Denver,CO,Iowa City,IA,52240,Heartland Freight,Standard,1685.3,,FALSE,
HFL-9158272,2025-11-17,Denver,CO,St. Louis,MO,63101,Heartland Freight,Standard,605.4,,FALSE,
HFL-2696860,2025-11-18,Denver,CO,Rockford,IL,61101,Heartland Freight,Standard,706.3,,FALSE,Liftgate
HFL-1633297,2025-11-19,Denver,CO,Minneapolis,MN,55401,Heartland Freight,Standard,2029.1,,FALSE,
HFL-7320310,2025-11-20,Denver,CO,St. Paul,MN,55101,Heartland Freight,Standard,997.6,,FALSE,
HFL-3777286,2025-11-21,Denver,CO,Kansas City,MO,64101,Heartland Freight,Standard,589.4,,FALSE,
HFL-4985095,2025-11-22,Denver,CO,St. Paul,MN,55101,Heartland Freight,Standard,1205.1,,FALSE,
HFL-4925917,2025-11-23,Denver,CO,Lincoln,NE,68501,Heartland Freight,Standard,1640.8,,FALSE,
HFL-4255051,2025-11-24,Denver,CO,Duluth,MN,55801,Heartland Freight,Standard,936.1,,FALSE,
HFL-7406756,2025-11-25,Denver,CO,Kansas City,KS,66101,Heartland Freight,Standard,1777.6,,FALSE,
HFL-3321942,2025-11-26,Denver,CO,Norfolk,NE,68701,Heartland Freight,Standard,2488.2,,FALSE,
HFL-2721170,2025-11-27,Denver,CO,Milwaukee,WI,53201,Heartland Freight,Standard,321.2,,FALSE,
HFL-9612629,2025-11-28,Denver,CO,Duluth,MN,55801,Heartland Freight,Standard,875.6,,FALSE,
HFL-8568671,2025-11-01,Denver,CO,Kansas City,MO,64101,Heartland Freight,Standard,2061.6,,FALSE,
HFL-7274032,2025-11-02,Denver,CO,Kansas City,KS,66101,Heartland Freight,Standard,2337.9,,FALSE,
HFL-6346644,2025-11-03,Denver,CO,Rockford,IL,61101,Heartland Freight,Standard,1061.8,,FALSE,
HFL-3308538,2025-11-04,Denver,CO,Chicago,IL,60601,Heartland Freight,Standard,2163.1,,FALSE,
HFL-3328554,2025-11-05,Denver,CO,Des Moines,IA,50301,Heartland Freight,Standard,883.9,,FALSE,
HFL-1318832,2025-11-06,Denver,CO,St. Paul,MN,55101,Heartland Freight,Standard,1295.7,,FALSE,
HFL-9854536,2025-11-07,Denver,CO,St. Louis,MO,63101,Heartland Freight,Standard,682.4,,FALSE,
HFL-1801102,2025-11-08,Denver,CO,Madison,WI,53701,Heartland Freight,Standard,451.2,,FALSE,
HFL-2859886,2025-11-09,Denver,CO,Omaha,NE,68101,Heartland Freight,Standard,1195.4,,FALSE,
HFL-5059048,2025-11-10,Denver,CO,Madison,WI,53701,Heartland Freight,Standard,1527.1,,FALSE,
CEX-7550726,2025-11-11,Denver,CO,Bakersfield,CA,93301,Coastal Express,Standard,43.4,,TRUE,Residential Delivery
CEX-1272499,2025-11-12,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,38.8,,TRUE,Residential Delivery
CEX-6578736,2025-11-13,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,18.8,,FALSE,
CEX-8795078,2025-11-14,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,10.2,,FALSE,
CEX-8678589,2025-11-15,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,44.4,,TRUE,"Residential Delivery, Liftgate"
CEX-6202210,2025-11-16,Denver,CO,San Francisco,CA,94102,Coastal Express,Standard,6.4,,TRUE,Residential Delivery
CEX-4206183,2025-11-17,Denver,CO,Sacramento,CA,95814,Coastal Express,Standard,26.6,,FALSE,Liftgate
CEX-3088344,2025-11-18,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,16.9,,TRUE,Residential Delivery
CEX-7486822,2025-11-19,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,37,,TRUE,Residential Delivery
CEX-9712003,2025-11-20,Denver,CO,Sacramento,CA,95814,Coastal Express,Standard,18.3,,TRUE,Residential Delivery
CEX-4027557,2025-11-21,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,15.3,,TRUE,Residential Delivery
CEX-8481225,2025-11-22,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,26.6,,TRUE,Residential Delivery
CEX-6914963,2025-11-23,Denver,CO,Sacramento,CA,95814,Coastal Express,Standard,29.1,,FALSE,
CEX-7815076,2025-11-24,Denver,CO,San Francisco,CA,94102,Coastal Express,Standard,29.6,,TRUE,Residential Delivery
CEX-8351320,2025-11-25,Denver,CO,San Francisco,CA,94102,Coastal Express,Standard,20,,TRUE,Residential Delivery
CEX-1543335,2025-11-26,Denver,CO,Sacramento,CA,95814,Coastal Express,Standard,6.2,,TRUE,Residential Delivery
CEX-2289923,2025-11-27,Denver,CO,Seattle,WA,98101,Coastal Express,Standard,29.7,,FALSE,
CEX-2903351,2025-11-28,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,28.2,,FALSE,
CEX-5366937,2025-11-01,Denver,CO,Bakersfield,CA,93301,Coastal Express,Standard,5.9,,FALSE,
CEX-3277144,2025-11-02,Denver,CO,Fresno,CA,93721,Coastal Express,Standard,32.7,,FALSE,
CEX-6361793,2025-11-03,Denver,CO,Tacoma,WA,98401,Coastal Express,Standard,39.2,,TRUE,Residential Delivery
CEX-3642499,2025-11-04,Denver,CO,Sacramento,CA,95814,Coastal Express,Standard,32.3,,FALSE,
CEX-3036124,2025-11-05,Denver,CO,Sacramento,CA,95814,Coastal Express,Standard,34.7,,TRUE,Residential Delivery
CEX-7189302,2025-11-06,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,45.5,,FALSE,Liftgate
CEX-7680015,2025-11-07,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,1656.5,,FALSE,Liftgate
CEX-2237331,2025-11-08,Denver,CO,Fresno,CA,93721,Coastal Express,Standard,2550.1,,FALSE,
CEX-6779998,2025-11-09,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,1005.2,,FALSE,
CEX-3164813,2025-11-10,Denver,CO,Bakersfield,CA,93301,Coastal Express,Standard,1046.7,,FALSE,
CEX-6102363,2025-11-11,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,1587.3,,FALSE,
CEX-9705660,2025-11-12,Denver,CO,Sacramento,CA,95814,Coastal Express,Standard,1071.9,,FALSE,
CEX-5604524,2025-11-13,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,2389.2,,FALSE,
CEX-3586950,2025-11-14,Denver,CO,Bakersfield,CA,93301,Coastal Express,Standard,1003.9,,FALSE,
CEX-1691125,2025-11-15,Denver,CO,Seattle,WA,98101,Coastal Express,Standard,1106,,FALSE,
CEX-5440189,2025-11-16,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,2141.2,,FALSE,
CEX-5859883,2025-11-17,Denver,CO,San Francisco,CA,94102,Coastal Express,Standard,1952.1,,FALSE,
CEX-8609207,2025-11-18,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,1874.5,,FALSE,
CEX-6707484,2025-11-19,Denver,CO,Fresno,CA,93721,Coastal Express,Standard,900.3,,FALSE,
CEX-3193891,2025-11-20,Denver,CO,Sacramento,CA,95814,Coastal Express,Standard,1816.4,,FALSE,
CEX-5487430,2025-11-21,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,2105.8,,FALSE,
CEX-8015136,2025-11-22,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,1532.8,,FALSE,
CEX-6246485,2025-11-23,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,1259.5,,FALSE,
CEX-6176450,2025-11-24,Denver,CO,Tacoma,WA,98401,Coastal Express,Standard,1101.5,,FALSE,
CEX-4609524,2025-11-25,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,1606.5,,FALSE,
CEX-8895137,2025-11-26,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,1744.1,,FALSE,
CEX-7136730,2025-11-27,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,1248,,FALSE,
CEX-7082139,2025-11-28,Denver,CO,Bakersfield,CA,93301,Coastal Express,Standard,2089.4,,FALSE,
CEX-2993318,2025-11-01,Denver,CO,Bakersfield,CA,93301,Coastal Express,Standard,1697.2,,FALSE,
CEX-7133857,2025-11-02,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,995,,FALSE,
