shipment_id,date,origin_city,origin_state,destination_city,destination_state,destination_zip,carrier,service_level,weight_lbs,units,residential,special_handling
CEX-6160869,2025-10-02,Denver,CO,Portland,OR,97201,Coastal Express,Standard,1964.9,,FALSE,Liftgate
CEX-6101803,2025-10-03,Denver,CO,Tacoma,WA,98401,Coastal Express,Standard,1861.8,,FALSE,
CEX-1668752,2025-10-04,Denver,CO,Fresno,CA,93721,Coastal Express,Standard,2061.1,,FALSE,
CEX-1348050,2025-10-05,Denver,CO,San Francisco,CA,94102,Coastal Express,Standard,2361.5,,FALSE,
CEX-9706768,2025-10-06,Denver,CO,Los Angeles,CA,90001,Coastal Express,Standard,2541.9,,FALSE,
CEX-9249789,2025-10-07,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,1972.7,,FALSE,
CEX-3698193,2025-10-08,Denver,CO,Sacramento,CA,95814,Coastal Express,Standard,2454.5,,FALSE,
CEX-1615675,2025-10-09,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,1386,,FALSE,
CEX-1019311,2025-10-10,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,1560.6,,FALSE,
CEX-9363326,2025-10-11,Denver,CO,Oakland,CA,94612,Coastal Express,Standard,1933.3,,FALSE,
CEX-5832327,2025-10-12,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,1906.4,,FALSE,
CEX-5014745,2025-10-13,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,1574,,FALSE,
CEX-2903561,2025-10-14,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,1990.1,,FALSE,
CEX-5896624,2025-10-15,Denver,CO,Tacoma,WA,98401,Coastal Express,Standard,1550,,FALSE,
CEX-3426689,2025-10-16,Denver,CO,Tacoma,WA,98401,Coastal Express,Standard,1647,,FALSE,
CEX-5634662,2025-10-17,Denver,CO,Oakland,CA,94612,Coastal Express,Standard,1502.2,,FALSE,
CEX-1043037,2025-10-18,Denver,CO,San Diego,CA,92101,Coastal Express,Standard,2176.5,,FALSE,
CEX-8491822,2025-10-19,Denver,CO,Fresno,CA,93721,Coastal Express,Standard,1269.1,,FALSE,
CEX-6398528,2025-10-20,Denver,CO,Bakersfield,CA,93301,Coastal Express,Standard,1705.6,,FALSE,
CEX-7891662,2025-10-21,Denver,CO,Long Beach,CA,90802,Coastal Express,Standard,2366.4,,FALSE,
CEX-3551903,2025-10-22,Denver,CO,Fresno,CA,93721,Coastal Express,Standard,893.5,,FALSE,
CEX-2683838,2025-10-23,Denver,CO,Bakersfield,CA,93301,Coastal Express,Standard,1597.1,,FALSE,
