invoice_id,carrier,invoice_date,service_month,shipment_ref,destination_city,destination_state,destination_zip,weight_lbs,base_charge,fuel_surcharge,accessorial_fees,accessorial_detail,adjustments,total_charge
PK-INV-2026-1097,Peak Logistics,2026-01-09,December 2025,PLG-4964499,Billings,MT,59101,1343.4,2035.82,285.01,0,,0,2320.83
PK-INV-2026-1098,Peak Logistics,2026-01-09,December 2025,PLG-6217344,Colorado Springs,CO,80901,752.9,259.1,36.27,0,,0,295.37
PK-INV-2026-1099,Peak Logistics,2026-01-09,December 2025,PLG-8633275,Pocatello,ID,83201,154.7,1102.74,154.38,0,,0,1257.12
PK-INV-2026-1100,Peak Logistics,2026-01-09,December 2025,PLG-4664338,Provo,UT,84601,377.6,1228.05,171.93,0,,0,1399.98
PK-INV-2026-1101,Peak Logistics,2026-01-09,December 2025,PLG-2310346,Provo,UT,84601,623.6,1813.76,253.93,0,,0,2067.69
HF-INV-2026-3114,Heartland Freight,2026-01-09,December 2025,HFL-8052503,Norfolk,NE,68701,1167.6,844.61,0,0,,0,844.61
HF-INV-2026-3115,Heartland Freight,2026-01-09,December 2025,HFL-7333337,Springfield,MO,65801,2475.6,525.17,0,0,,0,525.17
HF-INV-2026-3116,Heartland Freight,2026-01-09,December 2025,HFL-6834610,Madison,WI,53701,399,660.53,0,0,,-68.35,592.18
HF-INV-2026-3117,Heartland Freight,2026-01-09,December 2025,HFL-4736121,Chicago,IL,60601,615.1,660.53,0,0,,0,660.53
HF-INV-2026-3118,Heartland Freight,2026-01-09,December 2025,HFL-8115687,Duluth,MN,55801,2013.8,844.61,0,0,,0,844.61
HF-INV-2026-3119,Heartland Freight,2026-01-09,December 2025,HFL-5624635,Kansas City,KS,66101,2067.2,346.51,0,0,,0,346.51
HF-INV-2026-3120,Heartland Freight,2026-01-09,December 2025,HFL-8033690,Rockford,IL,61101,2404.9,660.53,0,0,,0,660.53
HF-INV-2026-3121,Heartland Freight,2026-01-09,December 2025,HFL-8490038,Duluth,MN,55801,734.4,800.16,0,0,,0,800.16
HF-INV-2026-3122,Heartland Freight,2026-01-09,December 2025,HFL-1742169,Minneapolis,MN,55401,1799.9,625.76,0,0,,0,625.76
HF-INV-2026-3123,Heartland Freight,2026-01-09,December 2025,HFL-1946973,Madison,WI,53701,1219,625.76,0,0,,0,625.76
HF-INV-2026-3124,Heartland Freight,2026-01-09,December 2025,HFL-6350316,Duluth,MN,55801,1345.7,800.16,0,0,,0,800.16
HF-INV-2026-3125,Heartland Freight,2026-01-09,December 2025,HFL-9745141,Springfield,MO,65801,768.2,497.53,0,0,,0,497.53
HF-INV-2026-3126,Heartland Freight,2026-01-09,December 2025,HFL-3938247,Omaha,NE,68101,1138.8,497.53,0,0,,0,497.53
HF-INV-2026-3127,Heartland Freight,2026-01-09,December 2025,HFL-7394713,St. Paul,MN,55101,1776.8,625.76,0,135,Inside Delivery,0,760.76
HF-INV-2026-3128,Heartland Freight,2026-01-09,December 2025,HFL-4084977,Springfield,MO,65801,1798.9,497.53,0,0,,0,497.53
HF-INV-2026-3129,Heartland Freight,2026-01-09,December 2025,HFL-3421820,Kansas City,KS,66101,743.5,328.27,0,0,,0,328.27
HF-INV-2026-3130,Heartland Freight,2026-01-09,December 2025,HFL-9891787,Norfolk,NE,68701,2325.5,800.16,0,0,,0,800.16
HF-INV-2026-3131,Heartland Freight,2026-01-09,December 2025,HFL-2326581,Rockford,IL,61101,1080.1,625.76,0,0,,0,625.76
HF-INV-2026-3132,Heartland Freight,2026-01-09,December 2025,HFL-4195751,Lincoln,NE,68501,2097.9,497.53,0,0,,0,497.53
HF-INV-2026-3133,Heartland Freight,2026-01-09,December 2025,HFL-2221118,Chicago,IL,60601,831.5,625.76,0,0,,0,625.76
HF-INV-2026-3134,Heartland Freight,2026-01-09,December 2025,HFL-4640933,Omaha,NE,68101,2073.5,497.53,0,0,,0,497.53
HF-INV-2026-3135,Heartland Freight,2026-01-09,December 2025,HFL-1257256,Madison,WI,53701,703.2,625.76,0,0,,0,625.76
HF-INV-2026-3136,Heartland Freight,2026-01-09,December 2025,HFL-9034958,Duluth,MN,55801,2443.5,800.16,0,0,,0,800.16
HF-INV-2026-3137,Heartland Freight,2026-01-09,December 2025,HFL-5015307,Rockford,IL,61101,1834.6,625.76,0,0,,0,625.76
HF-INV-2026-3138,Heartland Freight,2026-01-09,December 2025,HFL-7027375,Kansas City,KS,66101,1977,328.27,0,0,,0,328.27
HF-INV-2026-3139,Heartland Freight,2026-01-09,December 2025,HFL-2654371,Milwaukee,WI,53201,806.3,625.76,0,0,,0,625.76
HF-INV-2026-3140,Heartland Freight,2026-01-09,December 2025,HFL-6249960,Kansas City,KS,66101,1936.9,328.27,0,0,,0,328.27
HF-INV-2026-3141,Heartland Freight,2026-01-09,December 2025,HFL-1272124,Madison,WI,53701,314.4,625.76,0,0,,0,625.76
HF-INV-2026-3142,Heartland Freight,2026-01-09,December 2025,HFL-5952504,St. Louis,MO,63101,1488.6,497.53,0,0,,0,497.53
HF-INV-2026-3143,Heartland Freight,2026-01-09,December 2025,HFL-5122665,Cedar Rapids,IA,52401,642.1,497.53,0,0,,0,497.53
HF-INV-2026-3144,Heartland Freight,2026-01-09,December 2025,HFL-9197701,Norfolk,NE,68701,1519.4,800.16,0,0,,0,800.16
HF-INV-2026-3145,Heartland Freight,2026-01-09,December 2025,HFL-3348114,Kansas City,KS,66101,1286.7,328.27,0,0,,0,328.27
HF-INV-2026-3146,Heartland Freight,2026-01-09,December 2025,HFL-1985360,St. Paul,MN,55101,1432.2,625.76,0,0,,0,625.76
HF-INV-2026-3147,Heartland Freight,2026-01-09,December 2025,HFL-1813936,Des Moines,IA,50301,2077.1,497.53,0,0,,0,497.53
HF-INV-2026-3148,Heartland Freight,2026-01-09,December 2025,HFL-3533857,Duluth,MN,55801,1181.8,800.16,0,0,,0,800.16
HF-INV-2026-3149,Heartland Freight,2026-01-09,December 2025,HFL-9106820,Chicago,IL,60601,704.5,625.76,0,40,Appointment Delivery,0,665.76
HF-INV-2026-3150,Heartland Freight,2026-01-09,December 2025,HFL-1198826,St. Paul,MN,55101,1283,625.76,0,0,,0,625.76
HF-INV-2026-3151,Heartland Freight,2026-01-09,December 2025,HFL-1287605,Chicago,IL,60601,1402.4,625.76,0,0,,0,625.76
HF-INV-2026-3152,Heartland Freight,2026-01-09,December 2025,HFL-2615878,Wichita,KS,67201,2123.4,497.53,0,0,,0,497.53
HF-INV-2026-3153,Heartland Freight,2026-01-09,December 2025,HFL-6946534,Cedar Rapids,IA,52401,764.3,497.53,0,0,,0,497.53
HF-INV-2026-3154,Heartland Freight,2026-01-09,December 2025,HFL-8700704,Milwaukee,WI,53201,1978.8,625.76,0,0,,0,625.76
HF-INV-2026-3155,Heartland Freight,2026-01-09,December 2025,HFL-2352527,Duluth,MN,55801,2442.3,800.16,0,0,,0,800.16
HF-INV-2026-3156,Heartland Freight,2026-01-09,December 2025,HFL-1941452,Des Moines,IA,50301,413.7,497.53,0,0,,0,497.53
HF-INV-2026-3157,Heartland Freight,2026-01-09,December 2025,HFL-8279795,St. Paul,MN,55101,217.7,625.76,0,0,,0,625.76
HF-INV-2026-3158,Heartland Freight,2026-01-09,December 2025,HFL-2599906,St. Paul,MN,55101,2023.4,625.76,0,0,,0,625.76
HF-INV-2026-3159,Heartland Freight,2026-01-09,December 2025,HFL-8977571,Kansas City,MO,64101,752.6,328.27,0,0,,0,328.27
HF-INV-2026-3160,Heartland Freight,2026-01-09,December 2025,HFL-1552000,St. Louis,MO,63101,299.5,497.53,0,0,,0,497.53
HF-INV-2026-3161,Heartland Freight,2026-01-09,December 2025,HFL-3419132,Rockford,IL,61101,2317.5,625.87,0,0,,0,625.87
CE-INV-2026-5094,Coastal Express,2026-01-09,December 2025,CEX-9401909,San Diego,CA,92101,18.7,21.99,2.09,0,,0,24.08
CE-INV-2026-5095,Coastal Express,2026-01-09,December 2025,CEX-6714198,Los Angeles,CA,90001,34.6,21.99,2.09,12.5,Residential,0,36.58
CE-INV-2026-5096,Coastal Express,2026-01-09,December 2025,CEX-5585666,Sacramento,CA,95814,29.6,21.99,2.09,102.5,Residential + Liftgate,0,126.58
CE-INV-2026-5097,Coastal Express,2026-01-09,December 2025,CEX-8245206,San Diego,CA,92101,36.4,21.99,2.09,12.5,Residential,0,36.58
CE-INV-2026-5098,Coastal Express,2026-01-09,December 2025,CEX-5134741,San Diego,CA,92101,12.5,21.99,2.09,12.5,Residential,0,36.58
CE-INV-2026-5099,Coastal Express,2026-01-09,December 2025,CEX-3588336,San Diego,CA,92101,32.7,21.99,2.09,0,,0,24.08
CE-INV-2026-5100,Coastal Express,2026-01-09,December 2025,CEX-8461429,Los Angeles,CA,90001,34.3,21.99,2.09,12.5,Residential,0,36.58
CE-INV-2026-5101,Coastal Express,2026-01-09,December 2025,CEX-9597330,Los Angeles,CA,90001,19.2,21.99,2.09,12.5,Residential,0,36.58
CE-INV-2026-5102,Coastal Express,2026-01-09,December 2025,CEX-6443037,Los Angeles,CA,90001,20.7,21.99,2.09,0,,0,24.08
CE-INV-2026-5103,Coastal Express,2026-01-09,December 2025,CEX-5072543,Los Angeles,CA,90001,38.3,21.99,2.09,12.5,Residential,0,36.58
CE-INV-2026-5104,Coastal Express,2026-01-09,December 2025,CEX-5503118,Los Angeles,CA,90001,27.4,21.99,2.09,0,,0,24.08
CE-INV-2026-5105,Coastal Express,2026-01-09,December 2025,CEX-2290526,Long Beach,CA,90802,24.1,21.99,2.09,12.5,Residential,0,36.58
CE-INV-2026-5106,Coastal Express,2026-01-09,December 2025,CEX-4280754,Fresno,CA,93721,20.1,21.99,2.09,12.5,Residential,0,36.58
CE-INV-2026-5107,Coastal Express,2026-01-09,December 2025,CEX-7373495,Long Beach,CA,90802,22.8,21.99,2.09,12.5,Residential,0,36.58
CE-INV-2026-5108,Coastal Express,2026-01-09,December 2025,CEX-3283789,San Diego,CA,92101,36.9,21.99,2.09,0,,0,24.08
CE-INV-2026-5109,Coastal Express,2026-01-09,December 2025,CEX-7681351,Fresno,CA,93721,1326.7,573.09,54.44,0,,0,627.53
CE-INV-2026-5110,Coastal Express,2026-01-09,December 2025,CEX-5067204,Fresno,CA,93721,2423.3,1046.79,99.45,0,,0,1146.24
CE-INV-2026-5111,Coastal Express,2026-01-09,December 2025,CEX-4352088,Seattle,WA,98101,1339.9,757.69,71.98,0,,0,829.67
CE-INV-2026-5112,Coastal Express,2026-01-09,December 2025,CEX-8744735,Bakersfield,CA,93301,1821.6,786.87,74.75,90,Liftgate,0,951.62
CE-INV-2026-5113,Coastal Express,2026-01-09,December 2025,CEX-7864256,Portland,OR,97201,2366.3,1338.11,127.12,0,,0,1465.23
CE-INV-2026-5114,Coastal Express,2026-01-09,December 2025,CEX-8098909,Long Beach,CA,90802,1904.7,718.06,68.22,0,,0,786.28
CE-INV-2026-5115,Coastal Express,2026-01-09,December 2025,CEX-9965197,Tacoma,WA,98401,2088.2,1180.84,112.18,0,,0,1293.02
CE-INV-2026-5116,Coastal Express,2026-01-09,December 2025,CEX-7031903,Bakersfield,CA,93301,1718.4,742.29,70.52,90,Liftgate,0,902.81
CE-INV-2026-5117,Coastal Express,2026-01-09,December 2025,CEX-5164624,San Francisco,CA,94102,2046.3,883.94,83.97,0,,0,967.91
CE-INV-2026-5118,Coastal Express,2026-01-09,December 2025,CEX-7704473,San Francisco,CA,94102,1908,824.19,78.3,0,,0,902.49
CE-INV-2026-5119,Coastal Express,2026-01-09,December 2025,CEX-5340909,Portland,OR,97201,2427,1372.43,130.38,90,Liftgate,0,1592.81
CE-INV-2026-5120,Coastal Express,2026-01-09,December 2025,CEX-7276684,Bakersfield,CA,93301,1203.6,519.92,49.39,0,,0,569.31
CE-INV-2026-5121,Coastal Express,2026-01-09,December 2025,CEX-1412092,Bakersfield,CA,93301,1500.2,648.04,61.56,0,,0,709.6
CE-INV-2026-5122,Coastal Express,2026-01-09,December 2025,CEX-3376915,Portland,OR,97201,1605.6,907.94,86.25,0,,0,994.19
CE-INV-2026-5123,Coastal Express,2026-01-09,December 2025,CEX-2637842,Tacoma,WA,98401,1383.9,782.58,74.35,0,,0,856.93
CE-INV-2026-5124,Coastal Express,2026-01-09,December 2025,CEX-2930810,Long Beach,CA,90802,1573.9,593.34,56.37,90,Liftgate,0,739.71
CE-INV-2026-5125,Coastal Express,2026-01-09,December 2025,CEX-5092180,Los Angeles,CA,90001,833.4,314.18,29.85,0,,0,344.03
CE-INV-2026-5126,Coastal Express,2026-01-09,December 2025,CEX-4889890,Long Beach,CA,90802,1691.7,637.76,60.59,0,,0,698.35
CE-INV-2026-5127,Coastal Express,2026-01-09,December 2025,CEX-1489765,San Diego,CA,92101,2186.6,824.33,78.31,0,,0,902.64
CE-INV-2026-5128,Coastal Express,2026-01-09,December 2025,CEX-4452490,Fresno,CA,93721,2118.9,915.3,86.95,0,,-39.76,962.49
CE-INV-2026-5129,Coastal Express,2026-01-09,December 2025,CEX-4136665,Portland,OR,97201,1297.7,733.83,69.71,0,,0,803.54
CE-INV-2026-5130,Coastal Express,2026-01-09,December 2025,CEX-9853588,San Diego,CA,92101,1398.8,527.33,50.1,0,,0,577.43
CE-INV-2026-5131,Coastal Express,2026-01-09,December 2025,CEX-6837206,Long Beach,CA,90802,2422.4,913.21,86.75,0,,0,999.96
