invoice_id,carrier,invoice_date,service_month,shipment_ref,destination_city,destination_state,destination_zip,weight_lbs,base_charge,fuel_surcharge,accessorial_fees,accessorial_detail,adjustments,total_charge
PK-INV-2026-1150,Peak Logistics,2026-03-08,February 2026,PLG-8676774,Casper,WY,82601,139.7,1043.71,146.12,0,,0,1189.83
PK-INV-2026-1151,Peak Logistics,2026-03-08,February 2026,PLG-1079079,Fort Collins,CO,80521,1248.9,333.99,46.76,50,Appointment Delivery,0,430.75
PK-INV-2026-1152,Peak Logistics,2026-03-08,February 2026,PLG-2477088,Fort Collins,CO,80521,770.6,333.99,46.76,0,,0,380.75
PK-INV-2026-1153,Peak Logistics,2026-03-08,February 2026,PLG-4345615,Pueblo,CO,81001,1146.6,565.21,79.13,0,,-73.11,571.23
PK-INV-2026-1154,Peak Logistics,2026-03-08,February 2026,PLG-5174559,Grand Junction,CO,81501,3158,1678.5,234.99,75,Liftgate,0,1988.49
PK-INV-2026-1155,Peak Logistics,2026-03-08,February 2026,PLG-2095334,Cheyenne,WY,82001,96.6,347.9,48.71,0,,0,396.61
PK-INV-2026-1156,Peak Logistics,2026-03-08,February 2026,PLG-8275695,Pocatello,ID,83201,2701.6,3014.45,422.02,0,,0,3436.47
PK-INV-2026-1157,Peak Logistics,2026-03-08,February 2026,PLG-7767788,Casper,WY,82601,452.5,1043.71,146.12,150,Redelivery,0,1339.83
PK-INV-2026-1158,Peak Logistics,2026-03-08,February 2026,PLG-3835093,Fort Collins,CO,80521,711.7,333.99,46.76,0,,0,380.75
PK-INV-2026-1159,Peak Logistics,2026-03-08,February 2026,PLG-1804641,Colorado Springs,CO,80901,1495.5,359.68,50.36,0,,0,410.04
PK-INV-2026-1160,Peak Logistics,2026-03-08,February 2026,PLG-3569046,Grand Junction,CO,81501,102.1,852.36,119.33,75,Liftgate,0,1046.69
PK-INV-2026-1161,Peak Logistics,2026-03-08,February 2026,PLG-3301222,Colorado Springs,CO,80901,352.8,243.53,34.09,0,,0,277.62
PK-INV-2026-1162,Peak Logistics,2026-03-08,February 2026,PLG-9350675,Colorado Springs,CO,80901,1411.9,359.68,50.36,0,,0,410.04
PK-INV-2026-1163,Peak Logistics,2026-03-08,February 2026,PLG-7874568,Fort Collins,CO,80521,1813.8,333.99,46.76,0,,0,380.75
PK-INV-2026-1164,Peak Logistics,2026-03-08,February 2026,PLG-4934345,Colorado Springs,CO,80901,1899.4,359.68,50.36,0,,0,410.04
PK-INV-2026-1165,Peak Logistics,2026-03-08,February 2026,PLG-9584991,Colorado Springs,CO,80901,3307.8,479.57,67.14,75,Liftgate,0,621.71
PK-INV-2026-1166,Peak Logistics,2026-03-08,February 2026,PLG-5431282,Colorado Springs,CO,80901,2972.8,479.57,67.14,0,,0,546.71
PK-INV-2026-1167,Peak Logistics,2026-03-08,February 2026,PLG-6246354,Colorado Springs,CO,80901,1864.9,359.68,50.36,0,,0,410.04
PK-INV-2026-1168,Peak Logistics,2026-03-08,February 2026,PLG-3860721,Colorado Springs,CO,80901,379.9,243.53,34.09,0,,0,277.62
PK-INV-2026-1169,Peak Logistics,2026-03-08,February 2026,PLG-6749933,Pueblo,CO,81001,2454.4,753.62,105.51,0,,0,859.13
HF-INV-2026-3216,Heartland Freight,2026-03-08,February 2026,HFL-1915467,Springfield,MO,65801,1752.2,516.73,0,0,,-184.71,332.02
HF-INV-2026-3217,Heartland Freight,2026-03-08,February 2026,HFL-9318729,Des Moines,IA,50301,1647.9,516.73,0,0,,0,516.73
HF-INV-2026-3218,Heartland Freight,2026-03-08,February 2026,HFL-5666702,Cedar Rapids,IA,52401,373.8,516.73,0,0,,0,516.73
HF-INV-2026-3219,Heartland Freight,2026-03-08,February 2026,HFL-4942645,Chicago,IL,60601,1377.6,649.9,0,0,,0,649.9
HF-INV-2026-3220,Heartland Freight,2026-03-08,February 2026,HFL-9362706,Duluth,MN,55801,1288.7,831.02,0,0,,0,831.02
HF-INV-2026-3221,Heartland Freight,2026-03-08,February 2026,HFL-1298116,Madison,WI,53701,962.7,649.9,0,0,,0,649.9
HF-INV-2026-3222,Heartland Freight,2026-03-08,February 2026,HFL-2524974,Duluth,MN,55801,1096.9,831.02,0,0,,0,831.02
HF-INV-2026-3223,Heartland Freight,2026-03-08,February 2026,HFL-8653898,Kansas City,KS,66101,2268.3,340.93,0,0,,0,340.93
HF-INV-2026-3224,Heartland Freight,2026-03-08,February 2026,HFL-8624573,Milwaukee,WI,53201,1008.6,649.9,0,0,,0,649.9
HF-INV-2026-3225,Heartland Freight,2026-03-08,February 2026,HFL-7095071,Springfield,MO,65801,1508.2,516.73,0,0,,0,516.73
HF-INV-2026-3226,Heartland Freight,2026-03-08,February 2026,HFL-6727022,Lincoln,NE,68501,473,516.73,0,0,,0,516.73
HF-INV-2026-3227,Heartland Freight,2026-03-08,February 2026,HFL-9757456,Norfolk,NE,68701,2187.8,831.02,0,0,,0,831.02
HF-INV-2026-3228,Heartland Freight,2026-03-08,February 2026,HFL-3356346,Springfield,MO,65801,1766.2,516.73,0,0,,0,516.73
HF-INV-2026-3229,Heartland Freight,2026-03-08,February 2026,HFL-7591709,Norfolk,NE,68701,451.7,831.02,0,0,,0,831.02
HF-INV-2026-3230,Heartland Freight,2026-03-08,February 2026,HFL-2808009,Rockford,IL,61101,1282.1,649.9,0,0,,0,649.9
HF-INV-2026-3231,Heartland Freight,2026-03-08,February 2026,HFL-3067274,Kansas City,KS,66101,311.4,340.93,0,0,,0,340.93
HF-INV-2026-3232,Heartland Freight,2026-03-08,February 2026,HFL-9368955,Madison,WI,53701,1266.1,649.9,0,0,,0,649.9
HF-INV-2026-3233,Heartland Freight,2026-03-08,February 2026,HFL-9102253,Chicago,IL,60601,1382,649.9,0,0,,0,649.9
HF-INV-2026-3234,Heartland Freight,2026-03-08,February 2026,HFL-2737347,Kansas City,MO,64101,1759.2,340.93,0,0,,0,340.93
HF-INV-2026-3235,Heartland Freight,2026-03-08,February 2026,HFL-7453568,Madison,WI,53701,1733.6,649.9,0,0,,0,649.9
HF-INV-2026-3236,Heartland Freight,2026-03-08,February 2026,HFL-5590177,Wichita,KS,67201,2536.6,516.73,0,0,,0,516.73
HF-INV-2026-3237,Heartland Freight,2026-03-08,February 2026,HFL-3237608,Wichita,KS,67201,2508,516.73,0,0,,0,516.73
HF-INV-2026-3238,Heartland Freight,2026-03-08,February 2026,HFL-6014930,Rockford,IL,61101,1171.1,649.9,0,0,,0,649.9
HF-INV-2026-3239,Heartland Freight,2026-03-08,February 2026,HFL-4646403,St. Paul,MN,55101,1448.3,649.9,0,0,,0,649.9
HF-INV-2026-3240,Heartland Freight,2026-03-08,February 2026,HFL-3225862,Omaha,NE,68101,696,516.73,0,0,,0,516.73
HF-INV-2026-3241,Heartland Freight,2026-03-08,February 2026,HFL-2936178,Kansas City,MO,64101,1384.3,340.93,0,0,,0,340.93
HF-INV-2026-3242,Heartland Freight,2026-03-08,February 2026,HFL-8004117,Milwaukee,WI,53201,1509.3,649.9,0,0,,0,649.9
HF-INV-2026-3243,Heartland Freight,2026-03-08,February 2026,HFL-8086467,St. Paul,MN,55101,1975.6,649.9,0,0,,0,649.9
HF-INV-2026-3244,Heartland Freight,2026-03-08,February 2026,HFL-1949670,Chicago,IL,60601,1362.7,649.9,0,0,,0,649.9
HF-INV-2026-3245,Heartland Freight,2026-03-08,February 2026,HFL-5203716,Omaha,NE,68101,834.4,516.73,0,0,,0,516.73
HF-INV-2026-3246,Heartland Freight,2026-03-08,February 2026,HFL-1542011,Rockford,IL,61101,2169.7,649.9,0,0,,-37.32,612.58
HF-INV-2026-3247,Heartland Freight,2026-03-08,February 2026,HFL-4763253,Kansas City,KS,66101,2025,340.93,0,0,,0,340.93
HF-INV-2026-3248,Heartland Freight,2026-03-08,February 2026,HFL-5825775,Wichita,KS,67201,765.1,516.73,0,0,,0,516.73
HF-INV-2026-3249,Heartland Freight,2026-03-08,February 2026,HFL-6245463,Duluth,MN,55801,2324.2,831.02,0,0,,0,831.02
HF-INV-2026-3250,Heartland Freight,2026-03-08,February 2026,HFL-8433377,Duluth,MN,55801,226.9,831.02,0,0,,0,831.02
HF-INV-2026-3251,Heartland Freight,2026-03-08,February 2026,HFL-4296204,Rockford,IL,61101,2340.8,649.9,0,0,,0,649.9
HF-INV-2026-3252,Heartland Freight,2026-03-08,February 2026,HFL-2249382,St. Paul,MN,55101,2395.2,649.9,0,0,,0,649.9
HF-INV-2026-3253,Heartland Freight,2026-03-08,February 2026,HFL-1681729,Duluth,MN,55801,2465.5,831.02,0,0,,0,831.02
HF-INV-2026-3254,Heartland Freight,2026-03-08,February 2026,HFL-5278461,Madison,WI,53701,832.3,649.9,0,0,,0,649.9
HF-INV-2026-3255,Heartland Freight,2026-03-08,February 2026,HFL-3578714,Duluth,MN,55801,979.2,831.02,0,0,,0,831.02
HF-INV-2026-3256,Heartland Freight,2026-03-08,February 2026,HFL-6052539,Kansas City,KS,66101,1610.8,340.93,0,0,,0,340.93
HF-INV-2026-3257,Heartland Freight,2026-03-08,February 2026,HFL-9814666,Madison,WI,53701,2034,649.9,0,40,Appointment Delivery,0,689.9
HF-INV-2026-3258,Heartland Freight,2026-03-08,February 2026,HFL-3673793,Kansas City,MO,64101,2416.6,340.93,0,0,,0,340.93
HF-INV-2026-3259,Heartland Freight,2026-03-08,February 2026,HFL-4579482,Wichita,KS,67201,1446.5,516.73,0,0,,0,516.73
HF-INV-2026-3260,Heartland Freight,2026-03-08,February 2026,HFL-9900294,Norfolk,NE,68701,952.4,831.02,0,0,,0,831.02
HF-INV-2026-3261,Heartland Freight,2026-03-08,February 2026,HFL-1147701,Lincoln,NE,68501,2561.2,516.73,0,0,,0,516.73
HF-INV-2026-3262,Heartland Freight,2026-03-08,February 2026,HFL-5090740,Chicago,IL,60601,1740.7,649.9,0,0,,0,649.9
HF-INV-2026-3263,Heartland Freight,2026-03-08,February 2026,HFL-2902100,Chicago,IL,60601,1756.6,649.9,0,0,,0,649.9
HF-INV-2026-3264,Heartland Freight,2026-03-08,February 2026,HFL-7290752,Madison,WI,53701,806.5,649.9,0,135,Inside Delivery,0,784.9
HF-INV-2026-3265,Heartland Freight,2026-03-08,February 2026,HFL-4229821,Minneapolis,MN,55401,2048.9,649.9,0,85,Liftgate,0,734.9
HF-INV-2026-3266,Heartland Freight,2026-03-08,February 2026,HFL-9945709,Milwaukee,WI,53201,1432.3,649.9,0,0,,0,649.9
HF-INV-2026-3267,Heartland Freight,2026-03-08,February 2026,HFL-4576485,Des Moines,IA,50301,1616.9,516.73,0,0,,0,516.73
HF-INV-2026-3268,Heartland Freight,2026-03-08,February 2026,HFL-8302077,St. Paul,MN,55101,1149,649.9,0,0,,0,649.9
HF-INV-2026-3269,Heartland Freight,2026-03-08,February 2026,HFL-6565260,Duluth,MN,55801,1880.9,831.02,0,0,,0,831.02
HF-INV-2026-3270,Heartland Freight,2026-03-08,February 2026,HFL-2181822,Chicago,IL,60601,390.8,649.9,0,0,,0,649.9
HF-INV-2026-3271,Heartland Freight,2026-03-08,February 2026,HFL-7785511,Omaha,NE,68101,2291.9,516.73,0,0,,0,516.73
HF-INV-2026-3272,Heartland Freight,2026-03-08,February 2026,HFL-1098967,Wichita,KS,67201,925.2,516.77,0,0,,0,516.77
CE-INV-2026-5175,Coastal Express,2026-03-08,February 2026,CEX-3622672,San Diego,CA,92101,35.6,32.48,3.09,90,Liftgate,0,125.57
CE-INV-2026-5176,Coastal Express,2026-03-08,February 2026,CEX-3417186,San Diego,CA,92101,25.8,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5177,Coastal Express,2026-03-08,February 2026,CEX-1187069,Seattle,WA,98101,17.4,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5178,Coastal Express,2026-03-08,February 2026,CEX-7611593,Los Angeles,CA,90001,27.3,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5179,Coastal Express,2026-03-08,February 2026,CEX-6768873,San Diego,CA,92101,27.5,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5180,Coastal Express,2026-03-08,February 2026,CEX-4704207,Eugene,OR,97401,14,32.48,3.09,0,,0,35.57
CE-INV-2026-5181,Coastal Express,2026-03-08,February 2026,CEX-1912484,San Diego,CA,92101,29.3,32.48,3.09,0,,0,35.57
CE-INV-2026-5182,Coastal Express,2026-03-08,February 2026,CEX-2227162,Tacoma,WA,98401,40.5,33.82,3.21,0,,0,37.03
CE-INV-2026-5183,Coastal Express,2026-03-08,February 2026,CEX-6550757,San Diego,CA,92101,16.2,32.48,3.09,0,,0,35.57
CE-INV-2026-5184,Coastal Express,2026-03-08,February 2026,CEX-4246367,Long Beach,CA,90802,19.6,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5185,Coastal Express,2026-03-08,February 2026,CEX-3556763,Sacramento,CA,95814,17.7,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5186,Coastal Express,2026-03-08,February 2026,CEX-6254872,Long Beach,CA,90802,27.5,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5187,Coastal Express,2026-03-08,February 2026,CEX-7031174,Fresno,CA,93721,14.6,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5188,Coastal Express,2026-03-08,February 2026,CEX-6124966,Tacoma,WA,98401,10.6,32.48,3.09,0,,0,35.57
CE-INV-2026-5189,Coastal Express,2026-03-08,February 2026,CEX-3348838,San Francisco,CA,94102,24,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5190,Coastal Express,2026-03-08,February 2026,CEX-1312564,San Francisco,CA,94102,40,32.48,3.09,0,,0,35.57
CE-INV-2026-5191,Coastal Express,2026-03-08,February 2026,CEX-4569531,Bakersfield,CA,93301,39.6,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5192,Coastal Express,2026-03-08,February 2026,CEX-3493647,Bakersfield,CA,93301,41.7,32.48,3.09,0,,0,35.57
CE-INV-2026-5193,Coastal Express,2026-03-08,February 2026,CEX-2519244,Sacramento,CA,95814,19.3,32.48,3.09,12.5,Residential,-49.94,-1.87
CE-INV-2026-5194,Coastal Express,2026-03-08,February 2026,CEX-9625782,Bakersfield,CA,93301,21,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5195,Coastal Express,2026-03-08,February 2026,CEX-3452813,Bakersfield,CA,93301,10.4,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5196,Coastal Express,2026-03-08,February 2026,CEX-4888118,Los Angeles,CA,90001,34.5,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5197,Coastal Express,2026-03-08,February 2026,CEX-7060792,Los Angeles,CA,90001,7.5,32.48,3.09,12.5,Residential,0,48.07
CE-INV-2026-5198,Coastal Express,2026-03-08,February 2026,CEX-6437011,Portland,OR,97201,21.2,32.48,3.09,0,,0,35.57
CE-INV-2026-5199,Coastal Express,2026-03-08,February 2026,CEX-5417710,Sacramento,CA,95814,1012.4,645.81,61.35,0,,0,707.16
CE-INV-2026-5200,Coastal Express,2026-03-08,February 2026,CEX-2305896,Long Beach,CA,90802,1801.4,1002.86,95.27,0,,0,1098.13
CE-INV-2026-5201,Coastal Express,2026-03-08,February 2026,CEX-6788681,Tacoma,WA,98401,1672.2,1396.4,132.66,0,,0,1529.06
CE-INV-2026-5202,Coastal Express,2026-03-08,February 2026,CEX-8380275,Bakersfield,CA,93301,1633.8,1042.21,99.01,0,,0,1141.22
CE-INV-2026-5203,Coastal Express,2026-03-08,February 2026,CEX-3640018,Oakland,CA,94612,1054.9,672.93,63.93,0,,0,736.86
CE-INV-2026-5204,Coastal Express,2026-03-08,February 2026,CEX-6540252,Los Angeles,CA,90001,1444.4,804.12,76.39,0,,0,880.51
CE-INV-2026-5205,Coastal Express,2026-03-08,February 2026,CEX-7893744,Oakland,CA,94612,2031.9,1296.16,123.14,0,,0,1419.3
CE-INV-2026-5206,Coastal Express,2026-03-08,February 2026,CEX-9600719,Oakland,CA,94612,815.6,520.27,49.43,0,,0,569.7
CE-INV-2026-5207,Coastal Express,2026-03-08,February 2026,CEX-9667792,Long Beach,CA,90802,875.3,487.29,46.29,0,,0,533.58
CE-INV-2026-5208,Coastal Express,2026-03-08,February 2026,CEX-5755579,San Francisco,CA,94102,2458,1567.97,148.96,0,,0,1716.93
CE-INV-2026-5209,Coastal Express,2026-03-08,February 2026,CEX-3861635,Fresno,CA,93721,2374.5,1514.71,143.9,0,,0,1658.61
CE-INV-2026-5210,Coastal Express,2026-03-08,February 2026,CEX-4051509,San Diego,CA,92101,1171.4,652.13,61.95,0,,0,714.08
CE-INV-2026-5211,Coastal Express,2026-03-08,February 2026,CEX-8607966,San Diego,CA,92101,1870.2,1041.17,98.91,0,,0,1140.08
CE-INV-2026-5212,Coastal Express,2026-03-08,February 2026,CEX-4394845,Los Angeles,CA,90001,1768.4,984.49,93.53,0,,0,1078.02
CE-INV-2026-5213,Coastal Express,2026-03-08,February 2026,CEX-3976650,Oakland,CA,94612,1745.4,1113.4,105.77,0,,0,1219.17
CE-INV-2026-5214,Coastal Express,2026-03-08,February 2026,CEX-2971598,San Diego,CA,92101,1630,907.45,86.21,0,,0,993.66
CE-INV-2026-5215,Coastal Express,2026-03-08,February 2026,CEX-8239315,Portland,OR,97201,973.9,813.28,77.26,0,,0,890.54
CE-INV-2026-5216,Coastal Express,2026-03-08,February 2026,CEX-9088689,San Diego,CA,92101,1680.6,935.62,88.88,0,,0,1024.5
CE-INV-2026-5217,Coastal Express,2026-03-08,February 2026,CEX-3246185,Bakersfield,CA,93301,2135.1,1361.99,129.39,0,,0,1491.38
CE-INV-2026-5218,Coastal Express,2026-03-08,February 2026,CEX-7855954,Portland,OR,97201,1261.8,1053.7,100.1,0,,0,1153.8
CE-INV-2026-5219,Coastal Express,2026-03-08,February 2026,CEX-2976835,Portland,OR,97201,1201.6,1003.42,95.32,0,,0,1098.74
CE-INV-2026-5220,Coastal Express,2026-03-08,February 2026,CEX-2788169,Long Beach,CA,90802,1677.3,933.58,88.69,0,,0,1022.27
